AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
-0.23438301955807675,1.0150012131703219,9.09102384644582,1.7941582886334007,0.33322142776583386,-2.285003241001313,-1.9063804763837746,-3.7616903179234766,-0.49651211158058567,0.4334751022072995,0.8043263684271211,-1.4401826392834818,-3.128872122937717,-4.527986941347515
-0.21151533091410518,0.49221176573214037,10.215174635051861,1.985110037506603,0.22964205847861546,-1.7471413777248759,-2.4030219878601233,-4.465395486133622,-0.1698686210523557,0.4334751022072995,1.0096609691087632,-2.2714432138246794,-2.8027695903838525,-5.46586639747191
-0.08125207484016621,-0.20628430686321447,5.663598004853162,1.1950199659643281,0.20012513551184755,-1.5,-1.4733808148769982,-0.1963138174047339,-0.9128309432293004,0.027923754092970203,0.9981181231851757,-0.3146286911293183,-1.6738487148915406,-2.8960040064969785
0.37680904781379754,0.003489768903620117,-0.3496306761395575,-0.191909174087091,0.2112422630937693,-1.9074176475761295,-0.2831695548430066,4.901690265324172,-0.8383464256697699,-0.6403538015221694,0.5091812361305572,2.663632662894931,0.21578098494003317,0.2572600739976342
0.013242796183619596,0.9672304177281931,-4.036026582786041,-1.7961661702178877,0.5119963165174964,-1.9074176475761295,-0.4715281785323777,10.658044199889938,-0.4994360768360151,-0.6403538015221694,0.09788190978982718,5.228513313356301,0.6221038480334317,1.50889437548835
-0.5566632426138873,0.5466372728951053,-3.9253126690119045,-1.5832349814363225,1.0093539664840667,-1.5,0.6305883477663419,6.5133302952498955,-1.0055616821256408,0.027923754092970203,0.5040938496629406,2.1802550239473755,-0.10375993913196138,1.1162038556193599
-0.14982959338368296,-0.2537050555137568,-2.041072368012105,-0.5409653640603763,1.1783145880169918,-1.439681944844816,2.808338053324183,0.44508887413897386,-1.0855235860476378,-0.024305043380311843,-0.04014028342626423,-1.613950425786721,-1.0052134723142736,0.5765270100394345
0.7855821920184678,-0.37466453829681423,-0.684043308137529,-0.2723020757260928,0.747767755112966,-1.1656538960641902,5.374223540276805,-7.613026055393641,-0.4294921745419916,-0.5,-1.2231373248461108,-6.44842461476008,-0.4093899043365592,1.323050399376018
0.8832088546191552,0.5335624653734924,-1.5619662000300372,-0.8856500796887776,0.21857658711746783,-0.9061418839279292,5.8022677701311585,-6.541445676237177,-0.9250654913366588,-0.175444242726949,-2.4593040176365095,-6.145498229021577,0.5698636675616883,0.5632219882774712
0.44101493776262707,1.0137939965318905,0.2735309184521109,0.5473530016560207,0.219876190196155,-0.7564305070191051,3.036118726904279,-3.5092136304238686,-1.4965121115805857,0.13050606295523093,-1.8900673624825493,-4.261903231667299,-0.4893278271305091,-0.8594634625339983
-0.05856137565253786,0.25847035567779875,4.550681068483929,3.5417721899391577,0.7447334691426059,-1.4979208942829456,-0.3032325639579507,-1.739978937482055,-1.091735486498941,0.22629400588808313,-0.7893691391428164,-2.648596908722492,-2.448827387302939,-0.057674629205171274
0.021223493447860623,-0.5015826061074039,7.876159242778304,5.4911491838136675,0.9485151741610638,-2.229889349900814,-2.9692846832249953,-3.681976778603942,-0.7667000256314397,0.20149636066354557,-0.49630556971125983,-2.4167309892861386,-3.791083408904342,0.9558988925104419
0.5885456439200343,-0.6722058727584538,7.57122795286491,4.920601522817054,0.7447334691426059,-2.499510774126989,-2.430285265770873,-4.6424912233338995,-1.091735486498941,0.22629400588808313,-0.9271830765777268,-2.994497769447791,-3.4968306984339046,0.5839461368386547
0.7969529327004106,0.051684347097493345,3.7939538722424535,2.1125590745721357,0.313184359672372,-1.8661611149943926,-0.5443482351113482,-1.726987273277456,-1.4965121115805857,0.4334751022072995,-0.5249536778585592,-1.6550118677829753,-1.975559474224775,-0.739918419579301
0.1025802685709957,0.7336141044594788,-1.4570659917492643,-0.4190471273960019,0.24049832810196042,-1.2476137021706326,-0.33437879120239583,3.373156921845103,-0.9211611275925989,0.4334751022072995,0.6537398663034365,1.8553823598829202,0.14292714281294944,0.08037797503612343
-0.23919273866933058,0.9913528758922828,-4.184363567571223,-1.6768918857189121,0.22072266715334724,-1.1963277382841562,-0.533329591275084,5.383549948023347,-0.43297942476818735,0.447937889245121,1.4957765996835575,3.6244859980876964,0.8181869347948779,0.39706347465989705
0.20457886223569105,0.5255234028355144,-3.165250408113633,-1.2447500028923926,0.20012513551184755,-0.9866504094489356,1.3064900823248813,1.8445105969600497,-1.1226963189640495,0.5,0.6441958146001686,0.2952803714132911,0.7907091210337682,-0.5939833610070329
0.7913571879461344,-0.20628430686321447,-1.3438108218978682,-0.7306569507493433,0.22072266715334724,-0.2576042408771036,3.363007814943566,-2.4507770861853087,-1.4959402888721076,1.0999312766186227,-0.5286063486169109,-3.1715372660393393,0.43061717544560074,-0.599320819767091
0.2728256555124965,0.003489768903620117,-2.006277545909664,-1.3991434084289702,0.24049832810196042,-0.08108173715033887,4.783347438442184,-5.648664062413885,-0.8548842118556271,1.2589609708793985,-2.023351897116005,-6.3232821947305276,0.43061717544560074,0.9240991660256107
